COD_LICITACION;COD_PROVEEDOR;PRECIO_TOTAL_OFRECIDO;PRECIO_UNITARIO;CANTIDAD_PIENSA_PROVEER;FECHA_ESPERADA_ENTREGA;NUMERO_LOTE;FECHA_EXPIRACION_LOTE;
5996082;'vu53@hotmail.com';156731;9219;17;TO_DATE('2014-03-03','YYYY-MM-DD');8066562;TO_DATE('2015-06-17','YYYY-MM-DD');
5996082;'zufo3@hotmail.com';280495;15583;18;TO_DATE('2014-03-05','YYYY-MM-DD');6565809;TO_DATE('2015-05-18','YYYY-MM-DD');
5350790;'bilu91@gmail.com';283676;13508;21;TO_DATE('2013-07-17','YYYY-MM-DD');3703345;TO_DATE('2014-01-27','YYYY-MM-DD');
5350790;'leju18@hotmail.com';138806;7711;18;TO_DATE('2013-07-21','YYYY-MM-DD');4777321;TO_DATE('2013-12-30','YYYY-MM-DD');
5350790;'li12@yahoo.com';169304;5461;31;TO_DATE('2013-07-20','YYYY-MM-DD');3683835;TO_DATE('2013-11-22','YYYY-MM-DD');
5350790;'ne45@yahoo.com';246310;13683;18;TO_DATE('2013-07-15','YYYY-MM-DD');9310280;TO_DATE('2014-03-13','YYYY-MM-DD');
5350790;'nobe91@yahoo.com';90959;5053;18;TO_DATE('2013-07-17','YYYY-MM-DD');833486;TO_DATE('2013-12-14','YYYY-MM-DD');
5350790;'pavi78@uniandes.edu.co';158125;7529;21;TO_DATE('2013-07-14','YYYY-MM-DD');9570036;TO_DATE('2013-12-15','YYYY-MM-DD');
5350790;'rofi34@gmail.com';65676;2264;29;TO_DATE('2013-07-15','YYYY-MM-DD');7833370;TO_DATE('2013-12-09','YYYY-MM-DD');
5350790;'seqo49@uniandes.edu.co';294710;9209;32;TO_DATE('2013-07-20','YYYY-MM-DD');6604748;TO_DATE('2014-02-12','YYYY-MM-DD');
5350790;'to8@yahoo.com';151054;8391;18;TO_DATE('2013-07-22','YYYY-MM-DD');7009593;TO_DATE('2014-02-20','YYYY-MM-DD');
5350790;'vazi20@hotmail.com';252234;10509;24;TO_DATE('2013-07-20','YYYY-MM-DD');1933051;TO_DATE('2014-01-12','YYYY-MM-DD');
5439285;'go36@gmail.com';144995;6590;22;TO_DATE('2013-11-12','YYYY-MM-DD');6907329;TO_DATE('2015-06-21','YYYY-MM-DD');
5439285;'hexo12@yahoo.com';279974;14735;19;TO_DATE('2013-11-20','YYYY-MM-DD');6264639;TO_DATE('2015-08-09','YYYY-MM-DD');
5439285;'lo35@uniandes.edu.co';264349;13913;19;TO_DATE('2013-11-14','YYYY-MM-DD');5533768;TO_DATE('2014-11-14','YYYY-MM-DD');
5439285;'pixu63@uniandes.edu.co';122213;6432;19;TO_DATE('2013-11-17','YYYY-MM-DD');1608633;TO_DATE('2015-11-03','YYYY-MM-DD');
5439285;'vi15@gmail.com';137740;5101;27;TO_DATE('2013-11-19','YYYY-MM-DD');4529394;TO_DATE('2014-12-30','YYYY-MM-DD');
5439285;'vu53@hotmail.com';165156;6116;27;TO_DATE('2013-11-14','YYYY-MM-DD');1052652;TO_DATE('2015-04-07','YYYY-MM-DD');
5439285;'weqo42@gmail.com';284806;14989;19;TO_DATE('2013-11-22','YYYY-MM-DD');5240591;TO_DATE('2015-03-25','YYYY-MM-DD');
5439285;'zufo3@hotmail.com';262493;7499;35;TO_DATE('2013-11-12','YYYY-MM-DD');2897732;TO_DATE('2015-05-25','YYYY-MM-DD');
4649852;'roha13@uniandes.edu.co';119896;39965;3;TO_DATE('2013-05-02','YYYY-MM-DD');5322502;TO_DATE('2013-11-20','YYYY-MM-DD');
4649852;'ya84@uniandes.edu.co';137537;34384;4;TO_DATE('2013-05-02','YYYY-MM-DD');1601595;TO_DATE('2013-11-15','YYYY-MM-DD');
5243115;'xe60@hotmail.com';251618;17972;14;TO_DATE('2014-03-06','YYYY-MM-DD');5047247;TO_DATE('2014-07-18','YYYY-MM-DD');
4992936;'bilu91@gmail.com';268829;22402;12;TO_DATE('2013-05-04','YYYY-MM-DD');9843115;TO_DATE('2013-09-19','YYYY-MM-DD');
4992936;'li12@yahoo.com';29911;3323;9;TO_DATE('2013-05-02','YYYY-MM-DD');3456647;TO_DATE('2014-01-15','YYYY-MM-DD');
4992936;'lodi27@hotmail.com';297229;22863;13;TO_DATE('2013-04-29','YYYY-MM-DD');2819908;TO_DATE('2013-12-22','YYYY-MM-DD');
4992936;'nese28@uniandes.edu.co';236867;26318;9;TO_DATE('2013-05-03','YYYY-MM-DD');6508873;TO_DATE('2013-11-16','YYYY-MM-DD');
4992936;'nobe91@yahoo.com';248688;27632;9;TO_DATE('2013-05-02','YYYY-MM-DD');783912;TO_DATE('2013-10-03','YYYY-MM-DD');
4992936;'qe95@uniandes.edu.co';185649;20627;9;TO_DATE('2013-05-04','YYYY-MM-DD');9760193;TO_DATE('2013-12-27','YYYY-MM-DD');
4992936;'re16@uniandes.edu.co';247859;27539;9;TO_DATE('2013-05-01','YYYY-MM-DD');2520397;TO_DATE('2013-12-07','YYYY-MM-DD');
4992936;'tu39@yahoo.com';299057;33228;9;TO_DATE('2013-05-03','YYYY-MM-DD');1757575;TO_DATE('2013-11-26','YYYY-MM-DD');
4992936;'vazi20@hotmail.com';279116;31012;9;TO_DATE('2013-05-07','YYYY-MM-DD');2419000;TO_DATE('2014-02-13','YYYY-MM-DD');
4992936;'ya84@uniandes.edu.co';141604;9440;15;TO_DATE('2013-05-07','YYYY-MM-DD');8174446;TO_DATE('2014-02-09','YYYY-MM-DD');
2240605;'bilu91@gmail.com';44743;44743;1;TO_DATE('2013-05-19','YYYY-MM-DD');5522243;TO_DATE('2013-09-29','YYYY-MM-DD');
2240605;'lodi27@hotmail.com';113981;56990;2;TO_DATE('2013-05-18','YYYY-MM-DD');6402937;TO_DATE('2013-09-09','YYYY-MM-DD');
2240605;'lu59@uniandes.edu.co';74277;74277;1;TO_DATE('2013-05-14','YYYY-MM-DD');7576451;TO_DATE('2014-02-20','YYYY-MM-DD');
2240605;'qe95@uniandes.edu.co';51757;51757;1;TO_DATE('2013-05-17','YYYY-MM-DD');9254627;TO_DATE('2014-01-11','YYYY-MM-DD');
2240605;'re16@uniandes.edu.co';210093;210093;1;TO_DATE('2013-05-19','YYYY-MM-DD');7678773;TO_DATE('2013-09-21','YYYY-MM-DD');
2240605;'rofi34@gmail.com';15281;15281;1;TO_DATE('2013-05-13','YYYY-MM-DD');8622917;TO_DATE('2013-11-09','YYYY-MM-DD');
2240605;'seqo49@uniandes.edu.co';184705;92352;2;TO_DATE('2013-05-19','YYYY-MM-DD');9752806;TO_DATE('2014-03-15','YYYY-MM-DD');
2240605;'to8@yahoo.com';36883;36883;1;TO_DATE('2013-05-19','YYYY-MM-DD');6307246;TO_DATE('2014-01-18','YYYY-MM-DD');
1180302;'kido42@uniandes.edu.co';65784;3869;17;TO_DATE('2013-10-16','YYYY-MM-DD');4855879;TO_DATE('2015-01-07','YYYY-MM-DD');
1180302;'weqo42@gmail.com';251886;14816;17;TO_DATE('2013-10-17','YYYY-MM-DD');5920849;TO_DATE('2015-01-07','YYYY-MM-DD');
7122139;'li12@yahoo.com';209015;11000;19;TO_DATE('2013-12-27','YYYY-MM-DD');6825236;TO_DATE('2014-07-13','YYYY-MM-DD');
7122139;'nese28@uniandes.edu.co';232456;7748;30;TO_DATE('2013-12-22','YYYY-MM-DD');805746;TO_DATE('2014-09-13','YYYY-MM-DD');
7122139;'nobe91@yahoo.com';48114;2532;19;TO_DATE('2013-12-22','YYYY-MM-DD');6060303;TO_DATE('2014-05-05','YYYY-MM-DD');
7122139;'re16@uniandes.edu.co';180140;9481;19;TO_DATE('2013-12-31','YYYY-MM-DD');7363071;TO_DATE('2014-06-02','YYYY-MM-DD');
7122139;'rofi34@gmail.com';59311;2824;21;TO_DATE('2013-12-26','YYYY-MM-DD');751345;TO_DATE('2014-06-14','YYYY-MM-DD');
7122139;'seqo49@uniandes.edu.co';46722;2459;19;TO_DATE('2013-12-29','YYYY-MM-DD');2841081;TO_DATE('2014-10-08','YYYY-MM-DD');
7122139;'to8@yahoo.com';128855;6781;19;TO_DATE('2013-12-21','YYYY-MM-DD');740188;TO_DATE('2014-09-18','YYYY-MM-DD');
7122139;'xe60@hotmail.com';182063;9582;19;TO_DATE('2013-12-28','YYYY-MM-DD');1563958;TO_DATE('2014-06-08','YYYY-MM-DD');
7122139;'ya84@uniandes.edu.co';30101;1584;19;TO_DATE('2013-12-26','YYYY-MM-DD');3250605;TO_DATE('2014-06-14','YYYY-MM-DD');
2843054;'bi18@yahoo.com';177192;44298;4;TO_DATE('2013-08-18','YYYY-MM-DD');7212572;TO_DATE('2014-04-12','YYYY-MM-DD');
2843054;'mo36@gmail.com';93603;46801;2;TO_DATE('2013-08-21','YYYY-MM-DD');6490745;TO_DATE('2013-12-27','YYYY-MM-DD');
2843054;'pavi78@uniandes.edu.co';211340;52835;4;TO_DATE('2013-08-19','YYYY-MM-DD');960634;TO_DATE('2014-01-28','YYYY-MM-DD');
4284092;'li12@yahoo.com';285382;28538;10;TO_DATE('2013-09-22','YYYY-MM-DD');6559825;TO_DATE('2014-06-05','YYYY-MM-DD');
4284092;'seqo49@uniandes.edu.co';254531;13396;19;TO_DATE('2013-09-26','YYYY-MM-DD');1883534;TO_DATE('2014-01-16','YYYY-MM-DD');
4284092;'tu39@yahoo.com';211848;21184;10;TO_DATE('2013-09-26','YYYY-MM-DD');8070071;TO_DATE('2014-06-15','YYYY-MM-DD');
4284092;'ya84@uniandes.edu.co';87071;8707;10;TO_DATE('2013-09-23','YYYY-MM-DD');2911537;TO_DATE('2014-07-07','YYYY-MM-DD');
931145;'du32@hotmail.com';61485;30742;2;TO_DATE('2013-08-16','YYYY-MM-DD');1284684;TO_DATE('2013-08-25','YYYY-MM-DD');
931145;'ko62@hotmail.com';237507;118753;2;TO_DATE('2013-08-16','YYYY-MM-DD');8214791;TO_DATE('2013-08-27','YYYY-MM-DD');
931145;'paki19@yahoo.com';47120;23560;2;TO_DATE('2013-08-20','YYYY-MM-DD');6092561;TO_DATE('2013-08-31','YYYY-MM-DD');
931145;'ru61@uniandes.edu.co';22096;11048;2;TO_DATE('2013-08-10','YYYY-MM-DD');3223221;TO_DATE('2013-08-24','YYYY-MM-DD');
931145;'sopu71@gmail.com';139482;46494;3;TO_DATE('2013-08-18','YYYY-MM-DD');2145792;TO_DATE('2013-08-31','YYYY-MM-DD');
931145;'ti55@uniandes.edu.co';258268;64567;4;TO_DATE('2013-08-16','YYYY-MM-DD');1415575;TO_DATE('2013-08-30','YYYY-MM-DD');
931145;'vima99@yahoo.com';186523;93261;2;TO_DATE('2013-08-11','YYYY-MM-DD');6835510;TO_DATE('2013-08-21','YYYY-MM-DD');
931145;'vomu47@yahoo.com';171334;42833;4;TO_DATE('2013-08-12','YYYY-MM-DD');7705719;TO_DATE('2013-08-24','YYYY-MM-DD');
1896479;'leju18@hotmail.com';130497;14499;9;TO_DATE('2013-07-05','YYYY-MM-DD');1229437;TO_DATE('2014-04-29','YYYY-MM-DD');
1896479;'lu59@uniandes.edu.co';273943;19567;14;TO_DATE('2013-07-11','YYYY-MM-DD');3387126;TO_DATE('2013-12-16','YYYY-MM-DD');
1896479;'xe60@hotmail.com';68536;7615;9;TO_DATE('2013-07-09','YYYY-MM-DD');1153535;TO_DATE('2013-10-27','YYYY-MM-DD');
1896479;'xuya77@hotmail.com';25525;2836;9;TO_DATE('2013-07-04','YYYY-MM-DD');60986;TO_DATE('2013-12-11','YYYY-MM-DD');
2684526;'lodi27@hotmail.com';231208;25689;9;TO_DATE('2014-03-04','YYYY-MM-DD');8363977;TO_DATE('2014-07-13','YYYY-MM-DD');
3797675;'leju18@hotmail.com';72757;7275;10;TO_DATE('2013-12-26','YYYY-MM-DD');4498594;TO_DATE('2014-09-26','YYYY-MM-DD');
3797675;'lu59@uniandes.edu.co';194665;19466;10;TO_DATE('2013-12-19','YYYY-MM-DD');1715933;TO_DATE('2014-08-17','YYYY-MM-DD');
3797675;'ne45@yahoo.com';74781;3935;19;TO_DATE('2013-12-21','YYYY-MM-DD');2508977;TO_DATE('2014-07-21','YYYY-MM-DD');
3797675;'re16@uniandes.edu.co';98124;7548;13;TO_DATE('2013-12-25','YYYY-MM-DD');5150843;TO_DATE('2014-04-10','YYYY-MM-DD');
3797675;'ya84@uniandes.edu.co';80545;5753;14;TO_DATE('2013-12-21','YYYY-MM-DD');806361;TO_DATE('2014-08-20','YYYY-MM-DD');
8936890;'leju18@hotmail.com';184249;8374;22;TO_DATE('2014-03-11','YYYY-MM-DD');655994;TO_DATE('2014-11-14','YYYY-MM-DD');
8936890;'lu59@uniandes.edu.co';79474;3973;20;TO_DATE('2014-03-09','YYYY-MM-DD');8380039;TO_DATE('2014-08-28','YYYY-MM-DD');
8936890;'ya84@uniandes.edu.co';30233;1439;21;TO_DATE('2014-03-15','YYYY-MM-DD');4674502;TO_DATE('2015-01-03','YYYY-MM-DD');
248620;'lu59@uniandes.edu.co';288463;16968;17;TO_DATE('2013-05-18','YYYY-MM-DD');8315462;TO_DATE('2013-10-01','YYYY-MM-DD');
248620;'mo36@gmail.com';215132;17927;12;TO_DATE('2013-05-15','YYYY-MM-DD');4081005;TO_DATE('2013-10-19','YYYY-MM-DD');
248620;'nobe91@yahoo.com';88197;5188;17;TO_DATE('2013-05-15','YYYY-MM-DD');5202235;TO_DATE('2013-10-31','YYYY-MM-DD');
248620;'re16@uniandes.edu.co';189291;15774;12;TO_DATE('2013-05-21','YYYY-MM-DD');8793975;TO_DATE('2013-12-30','YYYY-MM-DD');
248620;'tu39@yahoo.com';173009;14417;12;TO_DATE('2013-05-19','YYYY-MM-DD');7416044;TO_DATE('2013-10-12','YYYY-MM-DD');
248620;'xe60@hotmail.com';154743;8144;19;TO_DATE('2013-05-22','YYYY-MM-DD');4337817;TO_DATE('2013-09-26','YYYY-MM-DD');
6417528;'dixu22@yahoo.com';236427;13907;17;TO_DATE('2013-08-30','YYYY-MM-DD');3812777;TO_DATE('2014-12-12','YYYY-MM-DD');
6417528;'go36@gmail.com';10025;589;17;TO_DATE('2013-08-26','YYYY-MM-DD');8984751;TO_DATE('2014-12-05','YYYY-MM-DD');
6417528;'hexo12@yahoo.com';273102;16064;17;TO_DATE('2013-08-23','YYYY-MM-DD');2347382;TO_DATE('2015-06-05','YYYY-MM-DD');
6417528;'kido42@uniandes.edu.co';120766;5031;24;TO_DATE('2013-08-28','YYYY-MM-DD');1177120;TO_DATE('2015-08-02','YYYY-MM-DD');
6417528;'peqe75@gmail.com';145672;5602;26;TO_DATE('2013-08-26','YYYY-MM-DD');6495272;TO_DATE('2015-07-14','YYYY-MM-DD');
4582625;'du32@hotmail.com';100626;4192;24;TO_DATE('2014-01-18','YYYY-MM-DD');8176620;TO_DATE('2014-01-30','YYYY-MM-DD');
4582625;'jaqe80@uniandes.edu.co';27292;1436;19;TO_DATE('2014-01-25','YYYY-MM-DD');8534466;TO_DATE('2014-02-08','YYYY-MM-DD');
4582625;'ko62@hotmail.com';62765;3303;19;TO_DATE('2014-01-25','YYYY-MM-DD');7290820;TO_DATE('2014-02-07','YYYY-MM-DD');
4582625;'na80@gmail.com';187853;9887;19;TO_DATE('2014-01-24','YYYY-MM-DD');8801930;TO_DATE('2014-02-01','YYYY-MM-DD');
4582625;'sopu71@gmail.com';175072;9214;19;TO_DATE('2014-01-25','YYYY-MM-DD');4949287;TO_DATE('2014-02-05','YYYY-MM-DD');
4582625;'tayu63@gmail.com';220222;11590;19;TO_DATE('2014-01-22','YYYY-MM-DD');6944505;TO_DATE('2014-01-31','YYYY-MM-DD');
4582625;'vima99@yahoo.com';67174;2166;31;TO_DATE('2014-01-24','YYYY-MM-DD');393835;TO_DATE('2014-02-07','YYYY-MM-DD');
4125954;'fu41@hotmail.com';281573;7610;37;TO_DATE('2013-11-16','YYYY-MM-DD');6085181;TO_DATE('2014-04-17','YYYY-MM-DD');
4125954;'leju18@hotmail.com';119092;3969;30;TO_DATE('2013-11-16','YYYY-MM-DD');9009555;TO_DATE('2014-09-03','YYYY-MM-DD');
4125954;'seqo49@uniandes.edu.co';50286;1396;36;TO_DATE('2013-11-19','YYYY-MM-DD');9610980;TO_DATE('2014-07-12','YYYY-MM-DD');
4125954;'vazi20@hotmail.com';225424;7514;30;TO_DATE('2013-11-21','YYYY-MM-DD');7921438;TO_DATE('2014-08-16','YYYY-MM-DD');
8131285;'yi85@uniandes.edu.co';245034;245034;1;TO_DATE('2013-05-21','YYYY-MM-DD');5394814;TO_DATE('2013-06-02','YYYY-MM-DD');
154760;'ce47@uniandes.edu.co';50652;25326;2;TO_DATE('2013-05-13','YYYY-MM-DD');6730639;TO_DATE('2013-05-21','YYYY-MM-DD');
154760;'ceti18@hotmail.com';68807;34403;2;TO_DATE('2013-05-14','YYYY-MM-DD');2591811;TO_DATE('2013-05-28','YYYY-MM-DD');
154760;'guwa51@hotmail.com';134146;67073;2;TO_DATE('2013-05-08','YYYY-MM-DD');6550992;TO_DATE('2013-05-16','YYYY-MM-DD');
154760;'na80@gmail.com';226641;113320;2;TO_DATE('2013-05-07','YYYY-MM-DD');1891961;TO_DATE('2013-05-20','YYYY-MM-DD');
154760;'paki19@yahoo.com';294670;147335;2;TO_DATE('2013-05-05','YYYY-MM-DD');6255511;TO_DATE('2013-05-16','YYYY-MM-DD');
154760;'vima99@yahoo.com';265474;88491;3;TO_DATE('2013-05-10','YYYY-MM-DD');9548829;TO_DATE('2013-05-18','YYYY-MM-DD');
154760;'xiju86@hotmail.com';213217;53304;4;TO_DATE('2013-05-14','YYYY-MM-DD');4627239;TO_DATE('2013-05-28','YYYY-MM-DD');
8791110;'bi18@yahoo.com';88921;7410;12;TO_DATE('2013-11-10','YYYY-MM-DD');1818312;TO_DATE('2014-03-09','YYYY-MM-DD');
8791110;'fu41@hotmail.com';249548;20795;12;TO_DATE('2013-11-07','YYYY-MM-DD');1881536;TO_DATE('2014-05-31','YYYY-MM-DD');
8791110;'li12@yahoo.com';259769;21647;12;TO_DATE('2013-11-01','YYYY-MM-DD');2275672;TO_DATE('2014-04-16','YYYY-MM-DD');
8791110;'ne45@yahoo.com';144462;11112;13;TO_DATE('2013-11-07','YYYY-MM-DD');3799706;TO_DATE('2014-03-16','YYYY-MM-DD');
8791110;'xuya77@hotmail.com';195813;13986;14;TO_DATE('2013-11-03','YYYY-MM-DD');5892160;TO_DATE('2014-03-14','YYYY-MM-DD');
3552836;'juzo69@yahoo.com';52584;4780;11;TO_DATE('2013-08-03','YYYY-MM-DD');685742;TO_DATE('2013-08-12','YYYY-MM-DD');
3552836;'ko62@hotmail.com';286827;26075;11;TO_DATE('2013-08-07','YYYY-MM-DD');9108016;TO_DATE('2013-08-17','YYYY-MM-DD');
3552836;'na80@gmail.com';163726;14884;11;TO_DATE('2013-07-29','YYYY-MM-DD');3959973;TO_DATE('2013-08-12','YYYY-MM-DD');
108057;'nobe91@yahoo.com';116141;5807;20;TO_DATE('2014-01-12','YYYY-MM-DD');2310514;TO_DATE('2014-09-04','YYYY-MM-DD');
7340723;'ce47@uniandes.edu.co';280027;8485;33;TO_DATE('2013-08-28','YYYY-MM-DD');8323100;TO_DATE('2013-09-07','YYYY-MM-DD');
7340723;'fo67@yahoo.com';86729;3097;28;TO_DATE('2013-08-26','YYYY-MM-DD');6438269;TO_DATE('2013-09-06','YYYY-MM-DD');
7340723;'jaqe80@uniandes.edu.co';40122;2111;19;TO_DATE('2013-08-24','YYYY-MM-DD');9639341;TO_DATE('2013-09-07','YYYY-MM-DD');
7340723;'joca23@hotmail.com';135450;7128;19;TO_DATE('2013-09-01','YYYY-MM-DD');8100539;TO_DATE('2013-09-08','YYYY-MM-DD');
7340723;'le97@uniandes.edu.co';111353;3479;32;TO_DATE('2013-08-25','YYYY-MM-DD');4981291;TO_DATE('2013-09-08','YYYY-MM-DD');
7340723;'pa82@uniandes.edu.co';19679;1035;19;TO_DATE('2013-08-25','YYYY-MM-DD');6720846;TO_DATE('2013-09-01','YYYY-MM-DD');
7340723;'paki19@yahoo.com';241283;12699;19;TO_DATE('2013-08-31','YYYY-MM-DD');2965129;TO_DATE('2013-09-12','YYYY-MM-DD');
7340723;'tayu63@gmail.com';161616;8506;19;TO_DATE('2013-08-26','YYYY-MM-DD');3940971;TO_DATE('2013-09-05','YYYY-MM-DD');
7340723;'yi85@uniandes.edu.co';134876;7098;19;TO_DATE('2013-08-25','YYYY-MM-DD');7831641;TO_DATE('2013-09-07','YYYY-MM-DD');
298743;'jaqe80@uniandes.edu.co';53633;2062;26;TO_DATE('2014-01-22','YYYY-MM-DD');6510500;TO_DATE('2014-01-30','YYYY-MM-DD');
298743;'juzo69@yahoo.com';112279;8019;14;TO_DATE('2014-01-25','YYYY-MM-DD');5155391;TO_DATE('2014-02-04','YYYY-MM-DD');
298743;'pa82@uniandes.edu.co';191405;13671;14;TO_DATE('2014-01-25','YYYY-MM-DD');4186775;TO_DATE('2014-02-05','YYYY-MM-DD');
298743;'rola90@uniandes.edu.co';94076;3359;28;TO_DATE('2014-01-24','YYYY-MM-DD');2458465;TO_DATE('2014-01-31','YYYY-MM-DD');
298743;'sopu71@gmail.com';66969;4783;14;TO_DATE('2014-01-21','YYYY-MM-DD');5351007;TO_DATE('2014-01-30','YYYY-MM-DD');
298743;'vomu47@yahoo.com';140968;6129;23;TO_DATE('2014-01-25','YYYY-MM-DD');2263716;TO_DATE('2014-02-06','YYYY-MM-DD');
298743;'xiju86@hotmail.com';182383;11398;16;TO_DATE('2014-01-27','YYYY-MM-DD');3053590;TO_DATE('2014-02-05','YYYY-MM-DD');
7075985;'pavi78@uniandes.edu.co';58509;3900;15;TO_DATE('2013-07-15','YYYY-MM-DD');2898453;TO_DATE('2014-01-11','YYYY-MM-DD');
7075985;'xuya77@hotmail.com';74047;2847;26;TO_DATE('2013-07-15','YYYY-MM-DD');6481012;TO_DATE('2013-12-02','YYYY-MM-DD');
7075985;'ya84@uniandes.edu.co';228233;7870;29;TO_DATE('2013-07-08','YYYY-MM-DD');8952195;TO_DATE('2014-03-26','YYYY-MM-DD');
7991618;'ne45@yahoo.com';295824;18489;16;TO_DATE('2013-06-29','YYYY-MM-DD');5238755;TO_DATE('2014-02-15','YYYY-MM-DD');
9423597;'fo67@yahoo.com';16927;16927;1;TO_DATE('2013-08-16','YYYY-MM-DD');3868381;TO_DATE('2013-08-28','YYYY-MM-DD');
9423597;'lu70@gmail.com';196555;196555;1;TO_DATE('2013-08-22','YYYY-MM-DD');9255245;TO_DATE('2013-08-29','YYYY-MM-DD');
6156757;'vu53@hotmail.com';202226;6973;29;TO_DATE('2013-05-09','YYYY-MM-DD');5650182;TO_DATE('2014-11-15','YYYY-MM-DD');
7900274;'fu41@hotmail.com';249008;8032;31;TO_DATE('2013-08-18','YYYY-MM-DD');8868449;TO_DATE('2014-02-13','YYYY-MM-DD');
7900274;'qe95@uniandes.edu.co';299787;18736;16;TO_DATE('2013-08-20','YYYY-MM-DD');6032101;TO_DATE('2014-03-12','YYYY-MM-DD');
7900274;'re16@uniandes.edu.co';216783;8029;27;TO_DATE('2013-08-18','YYYY-MM-DD');8245915;TO_DATE('2014-05-20','YYYY-MM-DD');
7900274;'xe60@hotmail.com';110390;6899;16;TO_DATE('2013-08-15','YYYY-MM-DD');7257020;TO_DATE('2014-04-06','YYYY-MM-DD');
3689263;'du32@hotmail.com';76324;4017;19;TO_DATE('2014-01-02','YYYY-MM-DD');9649004;TO_DATE('2014-01-10','YYYY-MM-DD');
3689263;'guwa51@hotmail.com';290692;9084;32;TO_DATE('2014-01-02','YYYY-MM-DD');8749857;TO_DATE('2014-01-10','YYYY-MM-DD');
3689263;'ke46@gmail.com';68438;3602;19;TO_DATE('2013-12-29','YYYY-MM-DD');6390129;TO_DATE('2014-01-09','YYYY-MM-DD');
3689263;'ko62@hotmail.com';50291;1734;29;TO_DATE('2013-12-28','YYYY-MM-DD');781191;TO_DATE('2014-01-09','YYYY-MM-DD');
3689263;'sopu71@gmail.com';289412;15232;19;TO_DATE('2013-12-30','YYYY-MM-DD');2400029;TO_DATE('2014-01-06','YYYY-MM-DD');
2678679;'guwa51@hotmail.com';250572;35796;7;TO_DATE('2013-05-09','YYYY-MM-DD');2984568;TO_DATE('2013-05-20','YYYY-MM-DD');
2678679;'ko62@hotmail.com';23386;2126;11;TO_DATE('2013-05-12','YYYY-MM-DD');4195667;TO_DATE('2013-05-19','YYYY-MM-DD');
2678679;'le97@uniandes.edu.co';189917;21101;9;TO_DATE('2013-05-10','YYYY-MM-DD');3569507;TO_DATE('2013-05-23','YYYY-MM-DD');
6638341;'fu41@hotmail.com';156594;22370;7;TO_DATE('2014-03-22','YYYY-MM-DD');9435574;TO_DATE('2014-10-09','YYYY-MM-DD');
6638341;'ne45@yahoo.com';33459;4779;7;TO_DATE('2014-03-24','YYYY-MM-DD');5227580;TO_DATE('2014-10-08','YYYY-MM-DD');
6638341;'nese28@uniandes.edu.co';63183;7020;9;TO_DATE('2014-03-19','YYYY-MM-DD');4009591;TO_DATE('2014-11-08','YYYY-MM-DD');
6638341;'qe95@uniandes.edu.co';178290;25470;7;TO_DATE('2014-03-15','YYYY-MM-DD');9847748;TO_DATE('2014-10-11','YYYY-MM-DD');
6638341;'seqo49@uniandes.edu.co';108354;15479;7;TO_DATE('2014-03-23','YYYY-MM-DD');6062812;TO_DATE('2014-12-11','YYYY-MM-DD');
6638341;'tu39@yahoo.com';148232;21176;7;TO_DATE('2014-03-21','YYYY-MM-DD');2167361;TO_DATE('2014-10-12','YYYY-MM-DD');
6638341;'xe60@hotmail.com';56657;8093;7;TO_DATE('2014-03-23','YYYY-MM-DD');4660545;TO_DATE('2014-12-12','YYYY-MM-DD');
8907580;'tayu63@gmail.com';81440;3540;23;TO_DATE('2013-11-05','YYYY-MM-DD');6318809;TO_DATE('2013-11-19','YYYY-MM-DD');
4820663;'mo36@gmail.com';294213;14710;20;TO_DATE('2013-08-07','YYYY-MM-DD');1434871;TO_DATE('2014-02-19','YYYY-MM-DD');
4820663;'re16@uniandes.edu.co';32800;2050;16;TO_DATE('2013-08-05','YYYY-MM-DD');226234;TO_DATE('2013-11-13','YYYY-MM-DD');
4820663;'vazi20@hotmail.com';170916;6836;25;TO_DATE('2013-08-03','YYYY-MM-DD');4790296;TO_DATE('2013-11-13','YYYY-MM-DD');
4820663;'xe60@hotmail.com';177170;8053;22;TO_DATE('2013-08-04','YYYY-MM-DD');7996650;TO_DATE('2014-02-01','YYYY-MM-DD');
4820663;'xuya77@hotmail.com';36134;1720;21;TO_DATE('2013-08-10','YYYY-MM-DD');7110964;TO_DATE('2014-01-02','YYYY-MM-DD');
2189635;'go36@gmail.com';228641;20785;11;TO_DATE('2014-03-13','YYYY-MM-DD');8161678;TO_DATE('2015-10-16','YYYY-MM-DD');
2189635;'lo35@uniandes.edu.co';12032;1203;10;TO_DATE('2014-03-09','YYYY-MM-DD');8366684;TO_DATE('2015-06-28','YYYY-MM-DD');
2189635;'po62@yahoo.com';200673;25084;8;TO_DATE('2014-03-12','YYYY-MM-DD');1907272;TO_DATE('2015-09-25','YYYY-MM-DD');
2520211;'ceti18@hotmail.com';252712;12635;20;TO_DATE('2013-06-28','YYYY-MM-DD');7847107;TO_DATE('2013-07-07','YYYY-MM-DD');
2520211;'le97@uniandes.edu.co';72766;3638;20;TO_DATE('2013-06-27','YYYY-MM-DD');6703928;TO_DATE('2013-07-06','YYYY-MM-DD');
2520211;'pa82@uniandes.edu.co';115272;3033;38;TO_DATE('2013-07-07','YYYY-MM-DD');8537476;TO_DATE('2013-07-21','YYYY-MM-DD');
